WDS,AName,Name,RA,DEC,date,TMP,PA,paerr,Sep,seperr,Dmag,QFLAG,TMP3
05286-4548, HDS 723         ,HIP 25641   ,  82.1571, -45.8011, 2019.9470 , y  2,    213.4,   0.6,   0.0373,   0.6,     0.0,  ,                           
05290-3328, JSP 78          , CD-33 2353  ,  82.2355, -33.4711, 2019.9523 , I  3,    268.3,   0.1,   1.0457,   0.1,     0.1, ast,                           
05301-3228, B 1946          , HD 36399    ,  82.5140, -32.4640, 2019.9497 , y  2,     66.7,   0.2,   0.0514,   0.2,     0.0,  ,                           
05320-0018, HEI 42 AaAb    ,HIP 25930   ,  83.0015,  -0.2988, 2019.7914 , I  2,    129.1,   0.1,   0.3312,   0.1,     1.4, q,      0.6   -0.002 Tok2014a
05320-0018, HEI 42 AaAb    ,HIP 25930   ,  83.0015,  -0.2988, 2019.7914 , y  2,    129.1,   0.2,   0.3319,   0.2,     1.4,  ,      0.6   -0.001 Tok2014a
05325-2044, ELP 16 ABa     ,BD-20 1111  ,  83.1223, -20.7259, 2019.0489 , I  2,    301.5,   0.1,   3.9794,   0.1,     5.5,  ,                           
05325-2044, ELP 16 ABa     ,BD-20 1111  ,  83.1218, -20.7254, 2019.8595 , I  2,    301.1,   1.2,   4.0291,   1.2,     5.5,  ,                           
05325-2044, ELP 16 ABa     ,BD-20 1111  ,  83.1221, -20.7257, 2019.9497 , I  2,    301.4,   0.2,   4.0370,   0.2,     5.4,  ,                           
05325-2044, ELP 16 BaBb    ,BD-20 1111  ,  83.1223, -20.7259, 2019.0489 , I  2,    274.4,   0.3,   0.0420,   0.3,     0.5,  ,                           
05325-2044, ELP 16 BaBb    ,BD-20 1111  ,  83.1218, -20.7254, 2019.8595 , I  2,    318.6,   2.4,   0.1258,   2.4,     1.1,  ,                           
05325-2044, ELP 16 BaBb    ,BD-20 1111  ,  83.1221, -20.7257, 2019.9497 , I  2,    295.1,   0.4,   0.1572,   0.4,     9.9,  ,                           
05330-2415, DAW 85          ,HIP 26003   ,  83.2496, -24.2557, 2019.9497 , I  2,    296.4,   0.1,   0.4804,   0.1,     0.5, ast,      0.9    0.020 Hrt2011d
05334-4923, HDS 732 AaAb   ,HIP 26050   ,  83.3617, -49.3776, 2019.6138 , y  2,    106.8,   0.1,   0.0525,   0.1,     0.7, q,     -3.7    0.005 Tok2019c
05334-4923, HDS 732 AaAb   ,HIP 26050   ,  83.3620, -49.3786, 2019.9470 , y  2,    112.9,   0.2,   0.0576,   0.2,     0.7, q,     -5.7    0.011 Tok2019c
05335-4257, SYU 7           , RBS 661     ,  83.3668, -42.9557, 2019.6138 , I  2,    224.6,   0.1,   0.0661,   0.1,     0.7, q,                           
05336-5104, HU 1566         ,HIP 26067   ,  83.4010, -51.0653, 2019.9470 , I  2,     46.6,   0.1,   1.8097,   0.1,     0.5, ast,     -0.1    0.154 Erc1985a
05337-1841, HDS 733         ,HIP 26078   ,  83.4319, -18.6779, 2019.9497 , I  2,    159.4,   0.8,   0.2717,   0.8,     1.9, q,                           
05353-0050, CVSO 141        ,             ,  83.8344,  -0.8376, 2019.8571 , I  2,     76.0,   0.7,   0.1131,   0.7,     0.0, :,                           
05354-3316, HU 1393         ,HIP 26245   ,  83.8613, -33.2689, 2019.8595 , y  2,      4.9,   0.1,   0.0985,   0.1,     1.3, q,     -1.9    0.007 SOAR2019
05354-3316, HU 1393         ,HIP 26245   ,  83.8613, -33.2689, 2019.9497 , y  2,      4.2,   0.4,   0.1036,   0.4,     1.3, q,     -1.8    0.006 SOAR2019
05365+2556, CHR 203         ,HIP 26332   ,  84.1257,  25.9402, 2019.8600 , y  2,    243.7,   0.2,   0.0630,   0.2,     1.5,  ,      0.3   -0.000 SOAR2019
05403+1521, YSC 186 AaAb   ,HIP 26692   ,  85.0786,  15.3500, 2019.8569 , y  2,    119.3,   0.1,   0.1709,   0.1,     0.1,  ,                           
05404+2448, WNO 45          , G 100-28    ,  85.1072,  24.8019, 2019.9471 , I  2,     83.5,   0.4,   0.6042,   0.4,     0.3,  ,                           
05417-0254, BU 1052         ,HIP 26820   ,  85.4181,  -2.8965, 2019.0489 , y  2,    183.6,   0.1,   0.6482,   0.1,     0.8, ast,      0.2   -0.000 Tok2018e
05417-0254, BU 1052         ,HIP 26820   ,  85.4182,  -2.8962, 2019.9471 , I  1,    183.2,   0.0,   0.6521,   0.0,     1.0, ast,      0.2    0.002 Tok2018e
05418-5000, HU 1568         ,HIP 26830   ,  85.4564, -50.0039, 2019.9496 , y  2,    127.8,   0.1,   0.3116,   0.1,     0.1,  ,      2.0    0.034 Hrt2011d
05426-3415, RST2394         , CD-34 2406  ,  85.6428, -34.2617, 2019.9523 , I  2,    254.6,   0.4,   1.7532,   0.4,     0.1, ast,                           
05429-0648, A 494 AB        ,HIP 26926   ,  85.7245,  -6.7960, 2019.8571 , y  2,     55.7,   0.1,   0.0564,   0.1,     0.9,  ,     -3.8   -0.005 Msn2009 
05441-1934, HDS 766 AB      ,HIP 27043   ,  86.0262, -19.5706, 2019.0489 , I  2,    330.2,   0.7,   0.0727,   0.7,     1.0,  ,      0.6    0.000 Tok2019d
05441-1934, HDS 766 AB      ,HIP 27043   ,  86.0264, -19.5711, 2019.8595 , I  2,    337.7,   0.1,   0.0763,   0.1,     0.7,  ,      1.3   -0.002 Tok2019d
05441-1934, HDS 766 AC      ,HIP 27043   ,  86.0262, -19.5706, 2019.0489 , I  2,    325.3,   0.4,   1.2326,   0.4,     5.1,  ,                           
05441-1934, HDS 766 AC      ,HIP 27043   ,  86.0264, -19.5711, 2019.8595 , I  2,    325.3,   0.1,   1.2375,   0.1,     5.1,  ,                           
05474-1032, MCA 22          ,HIP 27341   ,  86.8619, -10.5336, 2019.9497 , y  2,    291.3,   0.1,   0.1805,   0.1,     1.5, q,      1.0    0.007 Zas2014b
05482+0137, A 2657          ,HIP 27410   ,  87.0611,   1.6097, 2019.7914 , y  2,    293.6,   0.1,   0.0889,   0.1,     0.0,  ,      4.1   -0.006 Doc2008c
05498-7225, TOK 431         ,HIP 27531   ,  87.4592, -72.4125, 2019.0489 , I  2,    120.8,   1.6,   0.1206,   1.6,     2.7,  ,                           
05498-7225, TOK 431         ,HIP 27531   ,  87.4604, -72.4116, 2019.8573 , I  2,    102.9,   1.4,   0.1043,   1.4,     2.9,  ,                           
05505-0310, HDS 785         ,HIP 27589   ,  87.6336,  -3.1678, 2019.7914 , y  2,     49.4,   0.4,   0.0406,   0.4,     0.0, :,      1.2   -0.002 Tok2019c
05505-5246, B 1493          ,HIP 27583   ,  87.6203, -52.7680, 2019.9496 , y  2,    301.5,   0.1,   0.1283,   0.1,     1.0, q,     -0.5   -0.000 SOAR2019
05508-2907, B 1491          ,HIP 27609   ,  87.6886, -29.1109, 2019.0488 , I  2,    329.8,   0.4,   2.1716,   0.4,     2.4, ast,                           
05508-2907, B 1491          ,HIP 27609   ,  87.6888, -29.1104, 2019.8595 , I  2,    329.7,   0.1,   2.1796,   0.1,     2.4, ast,                           
05508-2907, B 1491          ,HIP 27609   ,  87.6886, -29.1099, 2019.9497 , I  2,    329.8,   0.1,   2.1813,   0.1,     2.4, ast,                           
05525-0217, HDS 787         ,HIP 27758   ,  88.1219,  -2.2852, 2019.7914 , y  2,    122.2,   0.2,   0.1116,   0.2,     1.3, q,      0.1    0.001 Tok2017b
05542-2909, FIN 382         ,HIP 27901   ,  88.5583, -29.1473, 2019.8595 , I  2,    186.9,   0.2,   0.1722,   0.2,     1.4, q,      0.0    0.005 Tok2016e
05544+2017, CHI  Ori        ,HIP 27913   ,  88.5938,  20.2761, 2019.9471 , y  2,    114.2,   1.7,   0.0283,   1.7,     1.9, :,                           
05544+2017, CHI  Ori        ,HIP 27913   ,  88.5938,  20.2761, 2019.9471 , I  2,     92.2,   2.5,   0.0332,   2.5,     1.1,  ,                           
05560-0837, HDS 800         ,HIP 28063   ,  88.9998,  -8.6222, 2019.8571 , I  2,    236.6,   0.2,   0.2346,   0.2,     1.9, q,                           
05569-4656, HDS 804         ,HIP 28153   ,  89.2340, -46.9316, 2019.0490 , I  3,    354.5,   0.3,   1.2910,   0.3,     2.5, ast,                           
05569-4656, HDS 804         ,HIP 28153   ,  89.2343, -46.9288, 2019.9470 , I  2,    354.8,   0.2,   1.2998,   0.2,     2.3, ast,                           
05581-3548, TOK 212 AaAb   ,HIP 28241   ,  89.5157, -35.8005, 2019.9497 , I  2,      7.4,   1.3,   0.5320,   1.3,     4.2, q,                           
05598-4814, HDS 814         ,HIP 28393   ,  89.9567, -48.2395, 2019.7915 , I  3,    153.3,   0.5,   0.2521,   0.5,     2.4, q,     -0.1    0.001 Tok2018e
06003-3102, HU 1399 AB      ,HIP 28442   ,  90.0799, -31.0257, 2019.8595 , I  3,     88.6,   0.2,   0.4155,   0.2,     0.7, q,     -4.6   -0.025 Tok2014a
06003-3102, HU 1399 AB      ,HIP 28442   ,  90.0798, -31.0257, 2019.9524 , I  2,     88.0,   0.1,   0.4112,   0.1,     0.7, q,     -4.7   -0.026 Tok2014a
06003-3102, TOK 9 CE        ,HIP 28442   ,  90.0797, -31.0247, 2019.9524 , I  2,    216.9,   6.8,   0.0575,   6.8,     2.9,  ,     -1.2   -0.008 Tok2018e
06007-4454, CVN 20          ,HIP 28474   ,  90.1720, -44.8972, 2019.0490 , I  2,     74.2,   2.9,   0.6932,   2.9,     4.6, ast,                           
06032+1922, HDS 823 AaAb   ,HIP 28671   ,  90.8160,  19.3574, 2019.8600 , I  2,    129.9,   0.2,   0.0667,   0.2,     1.5,  ,     -8.1   -0.007 Tok2016e
06032+1922, HDS 823 AaAb   ,HIP 28671   ,  90.8160,  19.3574, 2019.8600 , y  1,    123.6,   0.6,   0.0624,   0.6,     1.8, :,    -14.3   -0.011 Tok2016e
06035+1941, MCA 24          ,HIP 28691   ,  90.8640,  19.6906, 2019.0489 , y  2,     43.2,   0.1,   0.0265,   0.1,     1.0, :,     -0.8   -0.000 SOAR2019
06035-7246, TDS 218         , HD 42452    ,  90.8817, -72.7646, 2019.1994 , I  2,    296.5,   0.4,   1.4175,   0.4,     1.6, ast,                           
06048-4828, DUN 23          ,HIP 28796   ,  91.1948, -48.4584, 2019.0490 , I  2,    129.0,   0.5,   2.5960,   0.5,     0.4, ast,     -0.2    0.039 Tok2014a
06048-4828, DUN 23          ,HIP 28796   ,  91.1948, -48.4584, 2019.1336 , y  2,    129.0,   0.0,   2.5976,   0.0,     0.3, ast,     -0.2    0.041 Tok2014a
06048-4828, DUN 23          ,HIP 28796   ,  91.1948, -48.4584, 2019.1993 , I  2,    129.2,   1.6,   2.5958,   1.6,     0.4, ast,     -0.1    0.040 Tok2014a
06048-4828, DUN 23          ,HIP 28796   ,  91.1948, -48.4584, 2019.2099 , I  2,    129.0,   0.6,   2.5929,   0.6,     0.4, ast,     -0.3    0.037 Tok2014a
06048-4828, DUN 23          ,HIP 28796   ,  91.1940, -48.4588, 2019.7915 , I  2,    129.2,   0.0,   2.6022,   0.0,     0.4, ast,     -0.3    0.051 Tok2014a
06048-4828, DUN 23          ,HIP 28796   ,  91.1937, -48.4586, 2019.9470 , I  2,    129.3,   0.4,   2.6024,   0.4,     0.4, ast,     -0.4    0.053 Tok2014a
06060-6518, HDS 831         ,HIP 28891   ,  91.4946, -65.3072, 2019.1336 , I  2,    353.7,   0.1,   0.4383,   0.1,     0.8, q,                           
06083-4945, RST 176         ,HIP 29107   ,  92.0772, -49.7467, 2019.9470 , I  2,    342.3,   0.1,   0.5035,   0.1,     0.7, ast,                           
06084-1109, BU 17 AB        ,HIP 29118   ,  92.1058, -11.1463, 2019.3768 , I  2,    191.6,   2.2,   3.6080,   2.2,     2.2, ast,                           
06098-2246, RST3442         ,HIP 29234   ,  92.4503, -22.7742, 2019.8596 , I  2,    306.5,   0.1,   0.1744,   0.1,     0.2,  ,     -2.4    0.000 Hrt1996a
06111-1348, LSC 40 AaAb    ,HIP 29330   ,  92.7630, -13.8010, 2019.9524 , I  2,    310.0,   0.1,   0.0443,   0.1,     0.0,  ,                           
06111-5817, FIN 96          , HD 43164    ,  92.7853, -58.2878, 2019.2072 , I  2,     41.0,   0.1,   1.9519,   0.1,     1.5, ast,                           
06115-7214, JNN 48          , AL 442      ,  92.8752, -72.2271, 2019.9528 , I  2,    233.2,   6.1,   0.1957,   6.1,     0.1, :,                           
06132-2742, TSN 2           ,             ,  93.3053, -27.7017, 2019.8595 , I  2,    227.9,   0.1,   0.1416,   0.1,     0.2,  ,                           
06136-1527, HDS 852 AaAb   ,HIP 29557   ,  93.4188, -15.4527, 2019.8596 , I  2,    149.9,   0.2,   0.0609,   0.2,     0.1,  ,                           
06138-2352, JNN 50 BaBb    ,HIP 29568   ,  93.4391, -23.8682, 2019.8596 , I  2,    187.7,   0.2,   0.1208,   0.2,     1.5, q,     -0.1    0.000 SOAR2019
06143-1729, A 3025          ,HIP 29601   ,  93.5738, -17.4802, 2019.9524 , I  2,    238.6,   0.1,   0.1573,   0.1,     0.8, q,     -0.2   -0.000 Tok2019c
06146-0434, CHR 164 AaAb   ,HIP 29629   ,  93.6529,  -4.5684, 2019.8596 , y  2,    291.6,   0.2,   0.0502,   0.2,     0.3,  ,     -0.3   -0.000 SOAR2019
06159+0110, RST5225         ,HIP 29746   ,  93.9750,   1.1690, 2019.9473 , I  2,    281.8,   0.3,   0.1506,   0.3,     0.7, q,      2.7   -0.000 Msn2009 
06161-2418, HDS 857         ,HIP 29773   ,  94.0355, -24.2968, 2019.8596 , I  2,    106.4,   0.2,   0.5104,   0.2,     0.9, q,                           
06171-5525, HDS 859         ,HIP 29845   ,  94.2696, -55.4147, 2019.1338 , I  2,    302.1,   0.0,   0.1093,   0.0,     0.9, q,                           
06194-5634, HU 1409         , CD-56 1482  ,  94.8429, -56.5695, 2019.2071 , I  2,    209.2,   0.3,   2.3243,   0.3,     2.0, ast,                           
06197-0749, CHR 22          ,HIP 30073   ,  94.9283,  -7.8229, 2019.8596 , y  2,     36.1,   0.0,   0.0516,   0.0,     1.5, q,                           
06201-0752, HDS 866         ,HIP 30105   ,  95.0284,  -7.8721, 2019.8596 , y  2,    259.1,   0.1,   0.1066,   0.1,     1.3, q,      0.5    0.013 Tok2019c
06201-6633, DON 127         , HD 45059    ,  95.0378, -66.5534, 2019.2046 , I  4,    278.3,   2.1,   2.2949,   2.1,     2.0, ast,                           
06203-3004, 1  CMa          ,HIP 30122   ,  95.0783, -30.0634, 2019.9524 , y  2,     90.8,   0.2,   0.0351,   0.2,     0.0,  ,                           
06204-6624, DON 128         , HD 45101    ,  95.1017, -66.4007, 2019.2046 , I  2,    284.8,   5.5,   1.9533,   5.5,     2.8, ast,                           
06225-6342,HIP 30310       ,HIP 30310   ,  95.6191, -63.6982, 2019.1336 , I  2,     44.8,   0.1,   0.3312,   0.1,     0.1,  ,                           
06227-2751, B 697           , HD 44802    ,  95.6681, -27.8477, 2019.9524 , I  2,    264.9,   0.4,   0.2312,   0.4,     0.0,  ,                           
06234-3001, DAW 120         , HD 44970    ,  95.8574, -30.0168, 2019.9524 , I  2,    253.6,   0.4,   0.1537,   0.4,     0.0,  ,                           
06236+1739, A 2517          ,HIP 30400   ,  95.8890,  17.6530, 2019.9473 , y  2,    179.9,   0.1,   0.0927,   0.1,     0.1,  ,      5.9    0.018 Tok2017c
06237-3319,HIP 30410       ,HIP 30410   ,  95.9151, -33.3196, 2019.1339 , I  2,     48.9,   0.2,   0.0647,   0.2,     0.1,  ,                           
06237-3319,HIP 30410       ,HIP 30410   ,  95.9151, -33.3196, 2019.8596 , I  2,     37.4,   0.0,   0.0717,   0.0,     0.0,  ,                           
06243-2801, I 753 AB        , TYC 6514-162,  96.0876, -28.0237, 2019.9524 , I  2,     51.0,   0.1,   0.3006,   0.1,     0.2,  ,                           
06251-0551, HDS 877 ABa    ,HIP 30535   ,  96.2813,  -5.8515, 2019.8596 , I  2,    116.4,   0.2,   0.3768,   0.2,     2.8,  ,                           
06251-0551, YSC 189 BaBb   ,HIP 30535   ,  96.2813,  -5.8515, 2019.8596 , I  2,    245.3,   1.4,   0.0730,   1.4,     0.7,  ,                           
06253+0130, FIN 343         ,HIP 30547   ,  96.3271,   1.5014, 2019.9473 , I  2,     15.0,   0.6,   0.0806,   0.6,     0.5, q,     -1.2   -0.003 SOAR2019
06271-5037, B 1512          , CD-50 2221  ,  96.7722, -50.6161, 2019.9470 , I  2,    264.8,   0.1,   1.1297,   0.1,     0.1, ast,                           
06272-3706, TOK 710         ,HIP 30712   ,  96.7972, -37.1019, 2019.8596 , I  2,    145.6,   0.2,   0.1764,   0.2,     2.5, q,                           
06274-2544, B 114           ,HIP 30733   ,  96.8504, -25.7346, 2019.0490 , I  2,     24.6,   0.0,   0.5823,   0.0,     0.2, ast,      0.5    0.008 Doc2016i
06274-2544, B 114           ,HIP 30733   ,  96.8504, -25.7346, 2019.1339 , I  2,     24.8,   0.0,   0.5808,   0.0,     0.4, q,      0.5    0.008 Doc2016i
06274-2544, B 114           ,HIP 30733   ,  96.8504, -25.7342, 2019.8596 , I  2,     26.6,   0.2,   0.5731,   0.2,     0.3,  ,      0.3    0.011 Doc2016i
06274-2544, B 114           ,HIP 30733   ,  96.8504, -25.7344, 2019.9524 , I  2,     26.9,   0.3,   0.5721,   0.3,     0.3, q,      0.4    0.012 Doc2016i
06290+2013, BTZ 1 AaAb     ,HIP 30883   ,  97.2408,  20.2121, 2019.8600 , y  2,    128.9,   0.1,   0.0887,   0.1,     0.7,  ,     -5.6    0.006 Cve2008d
06293-0248, B 2601 AB       ,HIP 30920   ,  97.3475,  -2.8140, 2019.0490 , I  2,     14.0,   0.3,   1.0275,   0.3,     2.4, ast,    180.2    0.005 AST2016 
06298-5014, HDO 195 CD      ,HIP 30953   ,  97.4516, -50.2371, 2019.9471 , I  2,    208.2,   0.1,   0.4134,   0.1,     0.1, ast,     -3.0    0.002 Doc2014d
06298-5014, R 65 AB         ,HIP 30953   ,  97.4541, -50.2394, 2019.9470 , I  2,    240.2,   0.0,   0.1786,   0.0,     0.2,  ,     -0.3   -0.046 Hrt2010a
06300-1924, WSI 123         , 1RXS J0630  ,  97.5076, -19.3938, 2019.8597 , I  3,    184.1,   0.6,   0.6735,   0.6,     0.0,  ,                           
06308-7643, HEN 4           ,             ,  97.6933, -76.7165, 2019.9528 , I  4,     89.4,   1.9,   1.3167,   1.9,     0.2, ast,                           
06312-7031, HDS 889         ,HIP 31071   ,  97.8013, -70.5161, 2019.1335 , I  2,    171.6,   0.0,   0.1293,   0.0,     0.5, q,                           
06314+0749, A 2817          ,HIP 31089   ,  97.8582,   7.8222, 2019.8600 , I  3,    275.1,   0.4,   0.1571,   0.4,     0.5, q,      1.7    0.003 Tok2019c
06314+0749, A 2817          ,HIP 31089   ,  97.8578,   7.8225, 2019.9473 , I  3,    276.3,   0.3,   0.1540,   0.3,     0.5, q,      1.8   -0.001 Tok2019c
06319-0938, A 670           , HD 46244    ,  97.9807,  -9.6373, 2019.9525 , I  2,    179.4,   0.1,   0.4954,   0.1,     0.7, q,     -1.9    0.055 Msn2011c
06319-4332, CPO 138         ,HIP 31126   ,  97.9630, -43.5340, 2019.3769 , I  2,    219.2,   0.1,   3.2615,   0.1,     1.5, ast,                           
06320-5845, HJ 3874         ,HIP 31137   ,  97.9930, -58.7538, 2019.2072 , I  2,    228.7,   0.6,   2.4521,   0.6,     3.3, ast,                           
06342-1057, HDS 898         ,HIP 31332   ,  98.5484, -10.9558, 2019.9525 , I  2,     22.6,   0.5,   1.1637,   0.5,     1.8, ast,                           
06347-6953, CVN 75 ABa     , HD 47875    ,  98.6708, -69.8850, 2019.2099 , I  2,    121.9,   0.0,   1.8321,   0.0,     3.4,  ,                           
06347-6953, CVN 75 ABa     , HD 47875    ,  98.6712, -69.8851, 2019.9475 , I  2,    121.6,   0.0,   1.8377,   0.0,     4.0,  ,                           
06347-6953, CVN 75 BaBb    , HD 47875    ,  98.6708, -69.8850, 2019.2099 , I  2,     80.3,   0.2,   0.1620,   0.2,     0.7,  ,                           
06347-6953, CVN 75 BaBb    , HD 47875    ,  98.6712, -69.8851, 2019.9475 , I  2,     81.1,   0.3,   0.1478,   0.3,     0.4,  ,                           
06354-0403, JNN 271         ,             ,  98.8741,  -4.0548, 2019.8599 , I  3,    175.5,   0.7,   0.0952,   0.7,     0.4,  ,                           
06357+0243, A 2819          , HD 46847    ,  98.9325,   2.7119, 2019.9473 , I  2,     79.0,   0.7,   0.1350,   0.7,     1.5, q,                           
06357-7006, HJ 3885 AaAb   , HD 48136    ,  98.9340, -70.0970, 2019.2046 , I  4,    348.5,   0.7,   0.1384,   0.7,     2.0,  ,                           
06357-7006, HJ 3885 AaAb   , HD 48136    ,  98.9340, -70.0970, 2019.2046 , I  3,    346.8,   1.8,   0.1458,   1.8,     1.9,  ,                           
06357-7006, HJ 3885 AaB    , HD 489136   ,  98.9340, -70.0970, 2019.2046 , I  4,    174.0,   0.8,   4.4322,   0.8,     7.4,  ,                           
06359-3605, FIN 19 AaAb    ,HIP 31509   ,  98.9749, -36.0889, 2019.8596 , y  2,    332.6,   0.0,   0.1669,   0.0,     1.2, q,      4.9    0.003 Hrt2011d
06359-3605, RST4816 BaBb   ,HIP 31547   ,  99.0520, -36.1386, 2019.8596 , y  2,    264.6,   0.2,   0.1112,   0.2,     0.6, q,     -0.4   -0.000 Tok2015c
06373-5002, RST 203 AB      ,HIP 31634   ,  99.2981, -50.0385, 2019.9524 , I  2,    181.6,   1.3,   2.3074,   1.3,     2.1, ast,                           
06375-4536, RST5242         ,HIP 31653   ,  99.3763, -45.5943, 2019.8597 , I  2,     57.7,   0.3,   0.0830,   0.3,     0.5, q,                           
06377-0341, A 2930          , HD 47275    ,  99.4256,  -3.6874, 2019.9473 , I  2,    349.8,   0.4,   0.1347,   0.4,     0.9, q,                           
06377-4828, RST5243         , HD 47767    ,  99.4312, -48.4734, 2019.9471 , I  2,    350.7,   0.2,   0.5627,   0.2,     1.4, ast,                           
06378-2146, B 1960          , HD 47460    ,  99.4592, -21.7744, 2019.8596 , I  2,    284.1,   0.2,   0.1140,   0.2,     0.6, q,                           
06380-6132, I 5 AB          ,HIP 31711   ,  99.5012, -61.5330, 2019.9525 , I  2,     96.0,   0.1,   0.9239,   0.1,     2.0, ast,     -0.1   -0.021 Zir2010b
